,user_name,text
85,LeGoBo_,@AntonioCR1974 @jrestrp Y los alimentos que usted y su familia consumían llegaban caminando por sus propios medios.
86,LeGoBo_,@ELTIEMPO @petrogustavo https://t.co/EbslGUk9XA
87,LeGoBo_,Subir el precio de la gasolina en medio de la inflación más alta de los últimos 22 años y renunciar a la exploración de hidrocarburos en una crisis energética internacional ¿Qué podría malir sal? https://t.co/QhT9VQnzdf
88,LeGoBo_,@hakuherrera @eduarmestre https://t.co/bJYXm54TeW
89,LeGoBo_,"@samuprogre @DanielEsPareja Ahí le hice la tarea, perezoso. https://t.co/JwZxCo11NJ"
90,LeGoBo_,@navarrowolff El problema no eran los tenis.
91,LeGoBo_,"@MarcelesMontxo @Andykarol6 @DavidRacero @petrogustavo 🤫🤫🤫

https://t.co/jayXZrzb9i"
92,LeGoBo_,Se quedaron sin internet los jefes del Pacto Histórico. https://t.co/CE3plTvT2Q
93,LeGoBo_,"@VillanueAle @migueldelrioabg Tengo 3 preguntas:
¿Quién es Nicolás Petro?
¿Por qué es diputado? Y
¿Por qué me tiene bloqueado?"
94,LeGoBo_,"Pasa un man vendiendo por la calle:
""Les traigo las de moda, las bolsas de la basura a 2 mil, para meter a los descuartizados""."
95,LeGoBo_,"El petrismo está cogiendo de maña compararse con el gobierno de Duque para realzar sus poco aciertos y desestimar sus muchos errores. 
Se están comparando con mismísima porqueriza para eludir la autocrítica, con el consuelo que malgobiernan pero alguito mejor que Duque."
96,LeGoBo_,@Joseort37705218 @jarizabaletaf Es poco pero honesto 😂
97,LeGoBo_,"Fuera yankis de Palestina, Colombia y todo el mundo! https://t.co/6gflvevCba"
98,LeGoBo_,"@EuYoMaria @Arleyvargas @yoligrilla Sí habló del Comando Sur patrullando el Amazonas con el cebo de que van a apagar incendios. No es el Ejército Nacional, es el ejército gringo o contratistas de este. 

https://t.co/67cbFNV7xB"
99,LeGoBo_,"@lokombiano @yoligrilla @EngAndreLM Fuente: David Racero. 

https://t.co/67cbFNVFn9"
100,LeGoBo_,"@Andykarol6 @DavidRacero @petrogustavo Ok, los gringos vienen de buenas personas al Amazonas, no vienen detrás de nada."
101,LeGoBo_,"✅ Enterró a 8 presidentes de EE.UU.
✅ Enterró a 5 papas
✅ Vio llegar y vio irse a los Beatles
✅ Vio levantar y vio derrumbarse el muro de Berlín
❌ Nunca tuvo el placer de comerse un delicioso plato de changua. https://t.co/6pzms1H71K"
102,LeGoBo_,"Se les llena la geta diciendo ""por un mundo sin colonias"" tras la muerte de Isabel, pero aplauden o callan ante el anuncio de Petro de tener soldados gringos patrullando en el Amazonas. Hipócritas y vendepatrias."
103,LeGoBo_,"@Andykarol6 @DavidRacero @petrogustavo Pues que la solución militar es lo que el uribismo siempre ha propuesto, igual que la intervención gringa. Eso tiene que ver, que supuestamente estamos en el ""gobierno del cambio"" y nada ha cambiado."
104,LeGoBo_,David Racero. ¡Sí! El mismo que hoy aplaude la presencia del Comando Sur en el país. https://t.co/klDngTtpVp
